id_stat,nb_tests,nb_vaccinations
6482,20779.0,NULL
6483,20882.0,NULL
6484,17842.0,NULL
6485,11959.0,NULL
6486,19542.0,NULL
6487,21718.0,NULL
6488,23260.0,NULL
6489,24503.0,NULL
6490,24394.0,NULL
6491,19746.0,NULL
6492,15637.0,NULL
6493,20325.0,NULL
6494,23746.0,NULL
6495,23524.0,NULL
6496,23640.0,NULL
6497,23598.0,NULL
6498,21391.0,NULL
6499,13360.0,NULL
6500,21143.0,NULL
6501,24464.0,NULL
6502,26663.0,NULL
6503,25724.0,NULL
6504,27507.0,NULL
6505,21861.0,NULL
6506,14964.0,NULL
6507,23229.0,NULL
6508,24427.0,NULL
6509,25469.0,NULL
6510,26506.0,NULL
6511,27024.0,NULL
6512,21386.0,NULL
6513,13206.0,NULL
6514,21046.0,NULL
6515,24707.0,NULL
6516,26610.0,NULL
6517,26495.0,NULL
6518,27401.0,NULL
6519,20604.0,NULL
6520,14685.0,NULL
6521,23410.0,NULL
6522,28140.0,NULL
6523,29032.0,NULL
6524,29187.0,NULL
6525,30426.0,NULL
6526,24072.0,NULL
6527,13485.0,NULL
6528,25297.0,NULL
6529,31730.0,NULL
6530,30902.0,NULL
6531,32261.0,NULL
6532,34508.0,NULL
6533,24206.0,NULL
6534,15507.0,NULL
6535,16900.0,NULL
6536,28450.0,NULL
6537,34403.0,NULL
6538,33855.0,NULL
6539,34140.0,NULL
6540,29314.0,NULL
6541,13989.0,NULL
6542,31494.0,NULL
6543,32481.0,NULL
6544,36254.0,NULL
6545,35286.0,NULL
6546,33128.0,NULL
6547,23755.0,NULL
6548,13976.0,NULL
6549,27842.0,NULL
6550,30368.0,NULL
6551,31039.0,NULL
6552,29060.0,NULL
6553,29635.0,NULL
6554,20821.0,NULL
6555,13107.0,NULL
6556,24333.0,NULL
6557,28633.0,NULL
6558,26868.0,NULL
6559,31582.0,NULL
6560,28711.0,NULL
6561,19942.0,NULL
6562,12671.0,NULL
6563,23897.0,NULL
6564,27527.0,NULL
6565,27812.0,NULL
6566,26719.0,NULL
6567,28219.0,NULL
6568,19724.0,NULL
6569,11322.0,NULL
6570,23685.0,NULL
6571,25368.0,NULL
6572,27182.0,NULL
6573,27540.0,NULL
6574,27145.0,NULL
6575,17525.0,NULL
6576,10472.0,NULL
6577,11887.0,NULL
6578,23749.0,NULL
6579,25445.0,NULL
6580,25738.0,NULL
6581,24244.0,NULL
6582,17420.0,NULL
6583,9673.0,NULL
6584,21236.0,NULL
6585,23809.0,NULL
6586,23017.0,NULL
6587,23355.0,NULL
6588,21344.0,NULL
6589,15458.0,NULL
6590,7923.0,NULL
6591,11869.0,NULL
6592,10061.0,NULL
6593,22583.0,NULL
6594,24438.0,NULL
6595,24078.0,NULL
6596,18086.0,NULL
6597,10647.0,NULL
6598,22496.0,NULL
6599,24957.0,NULL
6600,26475.0,NULL
6601,28138.0,NULL
6602,29447.0,NULL
6603,22678.0,NULL
6604,14659.0,NULL
6605,29967.0,NULL
6606,33686.0,NULL
6607,35129.0,NULL
6608,19794.0,NULL
6609,5805.0,NULL
6610,23218.0,NULL
6611,16875.0,NULL
6612,36155.0,NULL
6613,38783.0,NULL
6614,41939.0,NULL
6615,27048.0,NULL
6616,7732.0,NULL
6617,23839.0,NULL
6618,19985.0,NULL
6619,40308.0,NULL
6620,44150.0,NULL
6621,46104.0,NULL
6622,42036.0,NULL
6623,43181.0,NULL
6624,34766.0,NULL
6625,21360.0,NULL
6626,40381.0,NULL
6627,41534.0,NULL
6628,44492.0,NULL
6629,41136.0,NULL
6630,45961.0,NULL
6631,36376.0,NULL
6632,24312.0,NULL
6633,42788.0,NULL
6634,45327.0,NULL
6635,42913.0,NULL
6636,40379.0,17791.0
6637,39057.0,13878.0
6638,28393.0,8462.0
6639,19878.0,3959.0
6640,38830.0,363.0
6641,37538.0,13494.0
6642,NULL,12153.0
6643,NULL,9966.0
6644,NULL,16035.0
6645,NULL,22350.0
6646,5509.0,NULL
6647,8037.0,NULL
6648,8668.0,NULL
6649,10766.0,NULL
6650,8212.0,NULL
6651,9501.0,NULL
6652,6094.0,NULL
6653,8195.0,NULL
6654,4357.0,NULL
6655,4884.0,NULL
6656,8626.0,NULL
6657,11527.0,NULL
6658,14980.0,NULL
6659,14486.0,NULL
6660,10738.0,NULL
6661,8108.0,NULL
6662,12599.0,NULL
6663,14218.0,NULL
6664,15711.0,NULL
6665,11887.0,NULL
6666,12192.0,NULL
6667,10614.0,NULL
6668,13616.0,NULL
6669,13731.0,NULL
6670,19231.0,NULL
6671,25227.0,NULL
6672,22715.0,NULL
6673,21524.0,NULL
6674,17107.0,NULL
6675,14542.0,NULL
6676,23900.0,NULL
6677,33893.0,NULL
6678,34701.0,NULL
6679,38206.0,NULL
6680,32416.0,NULL
6681,27247.0,NULL
6682,22808.0,NULL
6683,31098.0,NULL
6684,34455.0,NULL
6685,40336.0,NULL
6686,31836.0,NULL
6687,26474.0,NULL
6688,19908.0,NULL
6689,23836.0,NULL
6690,25697.0,NULL
6691,26117.0,NULL
6692,32998.0,NULL
6693,21580.0,NULL
6694,32533.0,NULL
6695,19405.0,NULL
6696,44023.0,NULL
6697,50098.0,NULL
6698,29123.0,NULL
6699,30178.0,NULL
6700,30916.0,NULL
6701,26030.0,NULL
6702,17652.0,NULL
6703,18167.0,NULL
6704,22313.0,NULL
6705,33629.0,NULL
6706,32863.0,NULL
6707,11396.0,NULL
6708,26874.0,NULL
6709,16053.0,NULL
6710,17169.0,NULL
6711,29270.0,NULL
6712,31269.0,NULL
6713,34327.0,NULL
6714,37101.0,NULL
6715,29702.0,NULL
6716,15796.0,NULL
6717,20198.0,NULL
6718,27770.0,NULL
6719,51380.0,NULL
6720,42708.0,NULL
6721,35173.0,NULL
6722,35946.0,NULL
6723,66525.0,NULL
6724,24972.0,NULL
6725,47603.0,NULL
6726,51917.0,NULL
6727,49498.0,NULL
6728,54222.0,NULL
6729,43114.0,NULL
6730,36520.0,NULL
6731,40287.0,NULL
6732,49941.0,NULL
6733,57859.0,NULL
6734,54078.0,NULL
6735,50176.0,NULL
6736,45399.0,NULL
6737,45730.0,NULL
6738,41942.0,NULL
6739,55299.0,NULL
6740,54425.0,NULL
6741,59437.0,NULL
6742,51225.0,NULL
6743,53995.0,NULL
6744,42300.0,NULL
6745,44449.0,NULL
6746,59904.0,NULL
6747,65575.0,NULL
6748,62728.0,NULL
6749,63387.0,NULL
6750,62632.0,NULL
6751,57962.0,NULL
6752,56310.0,NULL
6753,59794.0,NULL
6754,69308.0,NULL
6755,75584.0,NULL
6756,64084.0,NULL
6757,75619.0,NULL
6758,51966.0,NULL
6759,66205.0,NULL
6760,39158.0,NULL
6761,40529.0,NULL
6762,94706.0,NULL
6763,70464.0,NULL
6764,80008.0,NULL
6765,91937.0,NULL
6766,40197.0,NULL
6767,93191.0,NULL
6768,61132.0,NULL
6769,61626.0,NULL
6770,61172.0,NULL
6771,68441.0,NULL
6772,70629.0,NULL
6773,63370.0,NULL
6774,53774.0,NULL
6775,38539.0,NULL
6776,44516.0,NULL
6777,59882.0,NULL
6778,68336.0,NULL
6779,51447.0,NULL
6780,56675.0,NULL
6781,71703.0,NULL
6782,86268.0,NULL
6783,46224.0,NULL
6784,41344.0,NULL
6785,63998.0,NULL
6786,70983.0,NULL
6787,36086.0,NULL
6788,36963.0,NULL
6789,58936.0,NULL
6790,60098.0,NULL
6791,30946.0,NULL
6792,29503.0,NULL
6793,47845.0,NULL
6794,54357.0,NULL
6795,23436.0,NULL
6796,31595.0,NULL
6797,42410.0,NULL
6798,47634.0,NULL
6799,17099.0,NULL
6800,26010.0,NULL
6801,48071.0,NULL
6802,42248.0,NULL
6803,32769.0,NULL
6804,42837.0,NULL
6805,27447.0,NULL
6806,27430.0,NULL
6807,46502.0,NULL
6808,43626.0,NULL
6809,27338.0,NULL
6810,28873.0,NULL
6811,45759.0,NULL
6812,45818.0,NULL
6813,31186.0,NULL
6814,31530.0,NULL
6815,51683.0,NULL
6816,50670.0,NULL
6817,30215.0,NULL
6818,31770.0,NULL
6819,46392.0,NULL
6820,43579.0,NULL
6821,29026.0,NULL
6822,33373.0,NULL
6823,52406.0,NULL
6824,55862.0,NULL
6825,22430.0,NULL
6826,39581.0,NULL
6827,56696.0,NULL
6828,61101.0,NULL
6829,31580.0,NULL
6830,34960.0,NULL
6831,51998.0,NULL
6832,44283.0,NULL
6833,24224.0,NULL
6834,28191.0,NULL
6835,22632.0,NULL
6836,22555.0,NULL
6837,36826.0,NULL
6838,37254.0,NULL
6839,31854.0,NULL
6840,28715.0,NULL
6841,70033.0,NULL
6842,76094.0,NULL
6843,89673.0,NULL
6844,29427.0,NULL
6845,39311.0,NULL
6846,40447.0,NULL
6847,56285.0,NULL
6848,77267.0,NULL
6849,84675.0,NULL
6850,101274.0,NULL
6851,87889.0,NULL
6852,77697.0,NULL
6853,60177.0,NULL
6854,69775.0,NULL
6855,63170.0,NULL
6856,42020.0,NULL
6857,40980.0,NULL
6858,36210.0,NULL
6859,33864.0,NULL
6860,75356.0,NULL
6861,6153.0,NULL
4,5791.0,NULL
34,4282.0,NULL
65,2880.0,NULL
95,3939.0,NULL
126,5520.0,NULL
157,5532.0,NULL
187,8456.0,NULL
218,6232.0,NULL
248,3902.0,NULL
6862,3535.0,NULL
6863,3384.0,NULL
6864,5005.0,NULL
6865,6015.0,NULL
6866,6456.0,NULL
6867,6660.0,NULL
6868,3312.0,NULL
6869,3705.0,NULL
6870,6069.0,NULL
6871,12776.0,NULL
6872,4041.0,NULL
6873,6851.0,NULL
6874,8403.0,NULL
6875,6542.0,NULL
6876,4906.0,NULL
6877,7041.0,NULL
6878,8176.0,NULL
6879,8645.0,NULL
6880,7680.0,NULL
6881,5540.0,NULL
6882,4736.0,NULL
5,4716.0,NULL
35,6812.0,NULL
66,6371.0,NULL
96,5640.0,NULL
127,6175.0,NULL
158,7621.0,NULL
188,4818.0,NULL
219,2976.0,NULL
249,9830.0,NULL
6883,6938.0,NULL
6884,8354.0,NULL
6885,6745.0,NULL
6886,6042.0,NULL
6887,5116.0,NULL
6888,3560.0,NULL
6889,6366.0,NULL
6890,7157.0,NULL
6891,6045.0,NULL
6892,4851.0,NULL
6893,5875.0,NULL
6894,5494.0,NULL
6895,3484.0,NULL
6896,5844.0,NULL
6897,7521.0,NULL
6898,8666.0,NULL
6899,6930.0,NULL
6900,7841.0,NULL
6901,6391.0,NULL
6902,3286.0,NULL
6903,4558.0,NULL
6904,6580.0,NULL
6,8508.0,NULL
36,7983.0,NULL
67,6463.0,NULL
97,3685.0,NULL
128,5164.0,NULL
159,6160.0,NULL
189,5423.0,NULL
220,3967.0,NULL
250,6270.0,NULL
6905,4395.0,NULL
6906,3864.0,NULL
6907,2830.0,NULL
6908,5030.0,NULL
6909,7915.0,NULL
6910,5312.0,NULL
6911,6203.0,NULL
6912,6078.0,NULL
6913,2376.0,NULL
6914,5216.0,NULL
6915,6673.0,NULL
6916,6111.0,NULL
6917,5659.0,NULL
6918,6199.0,NULL
6919,7053.0,NULL
6920,5025.0,NULL
6921,3855.0,NULL
6922,6381.0,NULL
6923,8110.0,NULL
6924,7834.0,NULL
6925,6805.0,NULL
7,7174.0,NULL
37,5125.0,NULL
68,6301.0,NULL
98,6044.0,NULL
129,8071.0,NULL
160,7507.0,NULL
190,7757.0,NULL
221,8225.0,NULL
251,5031.0,NULL
6926,3876.0,NULL
6927,7512.0,NULL
6928,8165.0,NULL
6929,10052.0,NULL
6930,8068.0,NULL
6931,8677.0,NULL
6932,5579.0,NULL
6933,49767.0,NULL
6934,7164.0,NULL
6935,9081.0,NULL
6936,11350.0,NULL
6937,7810.0,NULL
6938,7049.0,NULL
6939,7008.0,NULL
6940,5271.0,NULL
6941,8037.0,NULL
6942,9396.0,NULL
6943,9434.0,NULL
6944,10425.0,NULL
6945,7358.0,NULL
6946,7495.0,NULL
6947,5123.0,NULL
8,6341.0,NULL
38,7124.0,NULL
69,13373.0,NULL
99,10030.0,NULL
130,7934.0,NULL
161,6629.0,NULL
191,3890.0,NULL
222,8750.0,NULL
252,8510.0,NULL
6948,8490.0,NULL
6949,11924.0,NULL
6950,5922.0,NULL
6951,9136.0,NULL
6952,5577.0,NULL
6953,13821.0,NULL
6954,11283.0,NULL
6955,12266.0,NULL
6956,13972.0,NULL
6957,11746.0,NULL
6958,7832.0,NULL
6959,6219.0,NULL
6960,8883.0,NULL
6961,9110.0,NULL
6962,14044.0,NULL
6963,14701.0,NULL
6964,12799.0,NULL
6965,11349.0,NULL
6966,8619.0,NULL
6967,12416.0,NULL
6968,17441.0,NULL
6969,11689.0,NULL
9,14232.0,NULL
39,11318.0,NULL
70,8018.0,NULL
100,10398.0,NULL
131,10254.0,NULL
162,11582.0,NULL
192,14971.0,NULL
223,13789.0,NULL
253,14674.0,NULL
6970,10573.0,NULL
6971,9342.0,NULL
6972,13100.0,NULL
6973,15331.0,NULL
6974,15272.0,NULL
6975,18854.0,NULL
6976,18134.0,NULL
6977,12584.0,NULL
6978,13412.0,NULL
6979,14552.0,NULL
6980,16617.0,NULL
6981,18518.0,NULL
6982,20409.0,NULL
6983,17443.0,NULL
6984,9865.0,NULL
6985,14493.0,NULL
6986,16586.0,NULL
6987,31409.0,NULL
6988,18586.0,NULL
6989,21839.0,NULL
6990,15456.0,NULL
10,12505.0,NULL
40,11895.0,NULL
71,18237.0,NULL
101,18589.0,NULL
132,21762.0,NULL
163,18575.0,NULL
193,19956.0,NULL
224,13876.0,NULL
254,13668.0,NULL
6991,21708.0,NULL
6992,17033.0,NULL
6993,19813.0,NULL
6994,16119.0,NULL
6995,25109.0,NULL
6996,15315.0,NULL
6997,14550.0,NULL
6998,19469.0,NULL
6999,21077.0,NULL
7000,25278.0,NULL
7001,28024.0,NULL
7002,24189.0,NULL
7003,17744.0,NULL
7004,23216.0,NULL
7005,14112.0,NULL
7006,27379.0,NULL
7007,24506.0,NULL
7008,26421.0,NULL
7009,28742.0,NULL
7010,23316.0,NULL
7011,23450.0,NULL
7012,25881.0,NULL
11,29433.0,NULL
41,28133.0,NULL
72,33067.0,NULL
102,29810.0,NULL
133,26867.0,NULL
164,26376.0,NULL
194,26540.0,NULL
225,31571.0,NULL
255,38226.0,NULL
7013,32328.0,NULL
7014,33067.0,NULL
7015,27080.0,NULL
7016,26232.0,NULL
7017,29050.0,NULL
7018,33128.0,NULL
7019,31316.0,NULL
7020,33190.0,NULL
7021,30808.0,NULL
7022,29831.0,NULL
7023,20422.0,NULL
7024,28070.0,NULL
7025,30569.0,NULL
7026,33318.0,NULL
7027,27048.0,NULL
7028,40205.0,NULL
7029,22197.0,NULL
7030,15054.0,NULL
7031,23192.0,NULL
7032,27862.0,NULL
7033,31294.0,NULL
12,28674.0,NULL
42,20053.0,NULL
73,18118.0,NULL
103,14577.0,NULL
134,19643.0,NULL
165,20351.0,NULL
195,27915.0,NULL
226,25394.0,NULL
256,30917.0,NULL
7034,21202.0,NULL
7035,17562.0,NULL
7036,21037.0,NULL
7037,28747.0,NULL
7038,28216.0,NULL
7039,31414.0,NULL
7040,33800.0,NULL
7041,24990.0,NULL
7042,20957.0,NULL
7043,29463.0,NULL
7044,38440.0,NULL
7045,29151.0,NULL
7046,21616.0,NULL
7047,14425.0,NULL
7048,9909.0,NULL
7049,21246.0,NULL
7050,15563.0,NULL
7051,16085.0,NULL
7052,26789.0,NULL
276,20462.0,NULL
7053,12601.0,NULL
7054,15450.0,NULL
7055,22630.0,NULL
7056,16752.0,NULL
7057,23605.0,NULL
7058,19780.0,NULL
7059,14175.0,NULL
7060,14089.0,4775.0
7061,2945871.0,1613.0
7062,124267.0,6892.0
7063,390264.0,9295.0
7064,79635.0,10392.0
7065,79124.0,10651.0
7066,52039.0,5048.0
7067,106991.0,5562.0
7068,180970.0,10496.0
7069,610150.0,17387.0
7070,NULL,19357.0
7071,NULL,16504.0
7072,NULL,11592.0
7073,NULL,3190.0
7074,NULL,1812.0
7075,NULL,9583.0
7076,NULL,8052.0
7077,NULL,10454.0
7078,NULL,11980.0
7079,NULL,15760.0
7080,NULL,3319.0
7081,524.0,NULL
7082,456.0,NULL
7083,232.0,NULL
7084,1422.0,NULL
7085,701.0,NULL
7086,1260.0,NULL
7087,5130.0,NULL
7088,3298.0,NULL
7089,2443.0,NULL
7090,2677.0,NULL
7091,2292.0,NULL
7092,2585.0,NULL
7093,3025.0,NULL
7094,3267.0,NULL
7095,3354.0,NULL
7096,3486.0,NULL
7097,2459.0,NULL
7098,3672.0,NULL
7099,2668.0,NULL
7100,2956.0,NULL
7101,4164.0,NULL
7102,3575.0,NULL
7103,4073.0,NULL
7104,3416.0,NULL
7105,2235.0,NULL
7106,5334.0,NULL
7107,5042.0,NULL
7108,3703.0,NULL
7109,3687.0,NULL
7110,3909.0,NULL
7111,5199.0,NULL
7112,2789.0,NULL
7113,4388.0,NULL
7114,4196.0,NULL
7115,5877.0,NULL
7116,5431.0,NULL
7117,5915.0,NULL
7118,4840.0,NULL
7119,6037.0,NULL
7120,5780.0,NULL
7121,6195.0,NULL
7122,5676.0,NULL
7123,6751.0,NULL
7124,7118.0,NULL
7125,7672.0,NULL
7126,5557.0,NULL
7127,11415.0,NULL
7128,7646.0,NULL
7129,6640.0,NULL
7130,6203.0,NULL
7131,5174.0,NULL
7132,7428.0,NULL
7133,7373.0,NULL
7134,4652.0,NULL
7135,2680.0,NULL
7136,2339.0,NULL
7137,4904.0,NULL
7138,6746.0,NULL
7139,6306.0,NULL
7140,5394.0,NULL
7141,7234.0,NULL
7142,6355.0,NULL
7143,7571.0,NULL
7144,7040.0,NULL
7145,7564.0,NULL
7146,8785.0,NULL
7147,7254.0,NULL
7148,5680.0,NULL
7149,7306.0,NULL
7150,3873.0,NULL
7151,7899.0,NULL
7152,7776.0,NULL
7153,9126.0,NULL
7154,7806.0,NULL
7155,7571.0,NULL
7156,6779.0,NULL
7157,12888.0,NULL
7158,8735.0,NULL
7159,8695.0,NULL
7160,9643.0,NULL
7161,8141.0,NULL
7162,7274.0,NULL
7163,8609.0,NULL
7164,9114.0,NULL
7165,10126.0,NULL
7166,9740.0,NULL
7167,9965.0,NULL
7168,18081.0,NULL
7169,9945.0,NULL
7170,8801.0,NULL
7171,7639.0,NULL
7172,9589.0,NULL
7173,9203.0,NULL
7174,9867.0,NULL
7175,8221.0,NULL
7176,9463.0,NULL
7177,7684.0,NULL
7178,7037.0,NULL
7179,8417.0,NULL
7180,18554.0,NULL
7181,9477.0,NULL
7182,9332.0,NULL
7183,9064.0,NULL
7184,4326.0,NULL
7185,4569.0,NULL
7186,7425.0,NULL
7187,7656.0,NULL
7188,7601.0,NULL
7189,9166.0,NULL
7190,9395.0,NULL
7191,6831.0,NULL
7192,9133.0,NULL
7193,10052.0,NULL
7194,21651.0,NULL
7195,9394.0,NULL
7196,8142.0,NULL
7197,9669.0,NULL
7198,9205.0,NULL
7199,19579.0,NULL
7200,8998.0,NULL
7201,9166.0,NULL
7202,9602.0,NULL
7203,9364.0,NULL
7204,18972.0,NULL
7205,9651.0,NULL
7206,12311.0,NULL
7207,10749.0,NULL
7208,9992.0,NULL
7209,11734.0,NULL
7210,11711.0,NULL
7211,20534.0,NULL
7212,12337.0,NULL
7213,9977.0,NULL
7214,23177.0,NULL
7215,12299.0,NULL
7216,22832.0,NULL
7217,11438.0,NULL
7218,10686.0,NULL
7219,22705.0,NULL
7220,10131.0,NULL
7221,9118.0,NULL
7222,10557.0,NULL
7223,11303.0,NULL
7224,9900.0,NULL
7225,10821.0,NULL
7226,8767.0,NULL
7227,9735.0,NULL
7228,9508.0,NULL
7229,10540.0,NULL
7230,20368.0,NULL
7231,10537.0,NULL
7232,8792.0,NULL
7233,9086.0,NULL
7234,9627.0,NULL
7235,10399.0,NULL
7236,9463.0,NULL
7237,10922.0,NULL
7238,11127.0,NULL
7239,8143.0,NULL
7240,9940.0,NULL
7241,10444.0,NULL
7242,10360.0,NULL
7243,10391.0,NULL
7244,10954.0,NULL
7245,10630.0,NULL
7246,8436.0,NULL
7247,19642.0,NULL
7248,11774.0,NULL
7249,10695.0,NULL
7250,9384.0,NULL
7251,8117.0,NULL
7252,9444.0,NULL
7253,10699.0,NULL
7254,10036.0,NULL
7255,11552.0,NULL
7256,11587.0,NULL
7257,10900.0,NULL
7258,9505.0,NULL
7259,9832.0,NULL
7260,10299.0,NULL
7261,10355.0,NULL
7262,11299.0,NULL
7263,11801.0,NULL
7264,8435.0,NULL
7265,8805.0,NULL
7266,9489.0,NULL
7267,10535.0,NULL
7268,9677.0,NULL
7269,9694.0,NULL
7270,11233.0,NULL
7271,9486.0,NULL
7272,8375.0,NULL
7273,9912.0,NULL
7274,10426.0,NULL
7275,9936.0,NULL
7276,10026.0,NULL
7277,12388.0,NULL
7278,10176.0,NULL
7279,8121.0,NULL
7280,9845.0,NULL
7281,10234.0,NULL
7282,10503.0,NULL
7283,10866.0,NULL
7284,13270.0,NULL
7285,10688.0,NULL
7286,9000.0,NULL
7287,11054.0,NULL
7288,10216.0,NULL
7289,9731.0,NULL
7290,10064.0,NULL
7291,11002.0,NULL
7292,9918.0,NULL
7293,9731.0,NULL
7294,11870.0,NULL
7295,9795.0,NULL
7296,9857.0,NULL
7297,8804.0,NULL
7298,8811.0,NULL
7299,9878.0,NULL
7300,10598.0,NULL
7301,9576.0,NULL
7302,9194.0,11106.0
7303,9319.0,472.0
7304,8967.0,1013.0
7305,8085.0,2058.0
7306,9063.0,1400.0
7307,8626.0,1027.0
7308,9855.0,1276.0
7309,9988.0,1326.0
7310,10962.0,708.0
7311,7881.0,746.0
7312,8778.0,592.0
7313,10515.0,923.0
7314,12273.0,2281.0
7315,11085.0,4579.0
7316,11409.0,3767.0
7317,11469.0,6052.0
7318,12653.0,5866.0
7319,10823.0,5093.0
7320,11720.0,3348.0
7321,11539.0,5178.0
7322,10911.0,3587.0
7323,9914.0,8203.0
7324,12926.0,13253.0
7325,10685.0,14340.0
7326,11017.0,4404.0
7327,10828.0,1268.0
7328,10803.0,765.0
7329,10371.0,534.0
7330,10782.0,NULL
7331,12310.0,NULL
7332,10318.0,NULL
7333,8942.0,NULL
7334,11440.0,NULL
7335,10212.0,NULL
7336,10055.0,1778.0
7337,12287.0,1709.0
7338,13283.0,370.0
7339,13535.0,623.0
7340,14046.0,NULL
7341,108.0,NULL
7342,3.0,NULL
7343,9.0,NULL
7344,7.0,NULL
7345,10.0,NULL
7346,10.0,NULL
7347,16.0,NULL
7348,24.0,NULL
7349,24.0,NULL
7350,30.0,NULL
7351,27.0,NULL
7352,25.0,NULL
7353,49.0,NULL
7354,39.0,NULL
7355,46.0,NULL
7356,36.0,NULL
7357,36.0,NULL
7358,65.0,NULL
7359,56.0,NULL
7360,92.0,NULL
7361,82.0,NULL
7362,126.0,NULL
7363,106.0,NULL
7364,50.0,NULL
7365,109.0,NULL
7366,153.0,NULL
7367,264.0,NULL
