id_stat,nb_tests,nb_vaccinations
13568,2965.0,NULL
13569,2216.0,NULL
13570,2630.0,NULL
13571,1554.0,NULL
13572,1744.0,NULL
13573,3638.0,NULL
13574,2971.0,NULL
13575,2983.0,NULL
13576,2804.0,NULL
13577,1945.0,NULL
13578,1295.0,NULL
13579,1685.0,NULL
13580,2875.0,NULL
13581,2860.0,NULL
2486,2798.0,NULL
2516,2321.0,NULL
2547,2042.0,NULL
2565,962.0,NULL
13582,1842.0,NULL
13583,2950.0,NULL
13584,2956.0,NULL
2620,2973.0,NULL
13585,2496.0,NULL
13586,1553.0,NULL
13587,826.0,NULL
13588,1899.0,NULL
13589,2991.0,NULL
13590,2730.0,NULL
13591,2069.0,NULL
13592,1440.0,NULL
13593,747.0,NULL
13594,687.0,NULL
13595,1604.0,NULL
13596,2635.0,NULL
13597,2330.0,NULL
13598,2693.0,NULL
13599,2176.0,NULL
13600,1556.0,NULL
13601,965.0,NULL
13602,1696.0,NULL
13603,2834.0,NULL
13604,2776.0,NULL
13605,3769.0,NULL
13606,3240.0,NULL
2487,2645.0,NULL
2517,1314.0,NULL
2548,2239.0,NULL
13607,4548.0,NULL
2581,4400.0,NULL
2594,4876.0,NULL
2607,4389.0,NULL
13608,3296.0,NULL
2633,2332.0,NULL
13609,3102.0,NULL
13610,5351.0,NULL
13611,5431.0,NULL
13612,4972.0,NULL
13613,5108.0,NULL
13614,4131.0,NULL
13615,2136.0,NULL
13616,3296.0,NULL
13617,5462.0,NULL
13618,5042.0,NULL
13619,5477.0,NULL
13620,4752.0,NULL
13621,3760.0,NULL
13622,2285.0,NULL
13623,3403.0,NULL
13624,5743.0,NULL
13625,5539.0,NULL
13626,5635.0,NULL
13627,5555.0,NULL
13628,4198.0,NULL
13629,4568.0,NULL
13630,5250.0,NULL
2488,6819.0,NULL
2518,8536.0,NULL
2549,7097.0,NULL
2566,8815.0,NULL
13631,6327.0,NULL
13632,5942.0,NULL
13633,7260.0,NULL
13634,10638.0,NULL
2634,11597.0,NULL
13635,12107.0,NULL
13636,9621.0,NULL
13637,10354.0,NULL
13638,10958.0,NULL
13639,10919.0,NULL
13640,12886.0,NULL
13641,17142.0,NULL
13642,15969.0,NULL
13643,16150.0,NULL
13644,12831.0,NULL
13645,12725.0,NULL
13646,14506.0,NULL
13647,16150.0,NULL
13648,17490.0,NULL
13649,17326.0,NULL
13650,14166.0,NULL
13651,15175.0,NULL
13652,13341.0,NULL
13653,13116.0,NULL
13654,14797.0,NULL
13655,17899.0,NULL
13656,16872.0,NULL
2489,16079.0,NULL
2519,14169.0,NULL
2550,9530.0,NULL
13657,7288.0,NULL
13658,12053.0,NULL
2595,14213.0,NULL
2608,13000.0,NULL
2621,14441.0,NULL
2635,10330.0,NULL
13659,8400.0,NULL
13660,9184.0,NULL
13661,13585.0,NULL
13662,17146.0,NULL
13663,18382.0,NULL
13664,16891.0,NULL
13665,12256.0,NULL
13666,10322.0,NULL
13667,8746.0,NULL
13668,14194.0,NULL
13669,13652.0,NULL
13670,16563.0,NULL
13671,14512.0,NULL
13672,14760.0,NULL
13673,8978.0,NULL
13674,11263.0,NULL
13675,11771.0,NULL
13676,15401.0,NULL
13677,12134.0,NULL
13678,12512.0,NULL
13679,12108.0,NULL
2490,9854.0,NULL
2520,11413.0,NULL
2551,15492.0,NULL
2567,17602.0,NULL
2582,17228.0,NULL
13680,17262.0,NULL
13681,14774.0,NULL
13682,9812.0,NULL
2636,13285.0,NULL
13683,17349.0,NULL
13684,17602.0,NULL
13685,17031.0,NULL
13686,14710.0,NULL
13687,11610.0,NULL
13688,8424.0,NULL
13689,11089.0,NULL
13690,16364.0,NULL
13691,17648.0,NULL
13692,17457.0,NULL
13693,16372.0,NULL
13694,11629.0,NULL
13695,7203.0,NULL
13696,11894.0,NULL
13697,18584.0,NULL
13698,16275.0,NULL
13699,15077.0,NULL
13700,12349.0,NULL
13701,8858.0,NULL
13702,5984.0,NULL
13703,9755.0,NULL
13704,16077.0,NULL
2491,17293.0,NULL
2521,15315.0,NULL
2552,15128.0,NULL
13705,9833.0,NULL
13706,5786.0,NULL
2596,11753.0,NULL
13707,16694.0,NULL
2622,16387.0,NULL
2637,15852.0,NULL
13708,13392.0,NULL
13709,10836.0,NULL
13710,6648.0,NULL
13711,12667.0,NULL
13712,18246.0,NULL
13713,17093.0,NULL
13714,16789.0,NULL
13715,17748.0,NULL
13716,13047.0,NULL
13717,8718.0,NULL
13718,14688.0,NULL
13719,20984.0,NULL
13720,23323.0,NULL
13721,21928.0,NULL
13722,21658.0,NULL
13723,16298.0,NULL
13724,13935.0,NULL
13725,14556.0,NULL
13726,20889.0,NULL
13727,23756.0,NULL
13728,21894.0,NULL
2492,21704.0,NULL
2522,17866.0,NULL
2553,11462.0,NULL
13729,15644.0,NULL
2583,21190.0,NULL
13730,21645.0,NULL
2609,18679.0,NULL
13731,19191.0,NULL
13732,13877.0,NULL
13733,10414.0,NULL
13734,15189.0,NULL
13735,22630.0,NULL
13736,18572.0,NULL
13737,20440.0,NULL
13738,19754.0,NULL
13739,15100.0,NULL
13740,12007.0,NULL
13741,15149.0,NULL
13742,22266.0,NULL
13743,21217.0,NULL
13744,11339.0,NULL
13745,6857.0,NULL
13746,6415.0,NULL
13747,7345.0,NULL
13748,11621.0,NULL
13749,15724.0,NULL
13750,14322.0,NULL
13751,11974.0,NULL
13752,5814.0,NULL
13753,5684.0,NULL
13754,6495.0,NULL
13755,10677.0,NULL
13756,14981.0,1841.0
13757,10861.0,NULL
13758,8975.0,NULL
13759,13740.0,2980.0
13760,9370.0,NULL
13761,6501.0,NULL
13762,9375.0,NULL
13763,14429.0,3421.0
13764,12975.0,5509.0
13765,10758.0,9907.0
13766,11186.0,10110.0
13767,9316.0,NULL
13768,5160.0,NULL
13769,9354.0,NULL
13770,16508.0,1256.0
13771,15442.0,6237.0
13772,15521.0,16239.0
13773,16575.0,12960.0
13774,11286.0,NULL
13775,8462.0,NULL
13776,10477.0,NULL
13777,18038.0,6356.0
13778,14901.0,9903.0
13779,14380.0,11413.0
13780,3615.0,13467.0
13781,1398.0,10487.0
13782,39872.0,NULL
13783,43188.0,NULL
13784,48470.0,NULL
13785,16674.0,NULL
13786,6642.0,NULL
13787,51929.0,NULL
13788,53467.0,NULL
13789,53760.0,NULL
13790,9778.0,NULL
13791,51006.0,NULL
13792,19095.0,NULL
13793,7153.0,NULL
13794,52079.0,NULL
13795,54254.0,NULL
13796,46835.0,NULL
13797,44762.0,NULL
13798,49682.0,NULL
13799,20347.0,NULL
13800,8566.0,NULL
13801,10059.0,NULL
13802,49213.0,NULL
13803,45122.0,NULL
2697,41692.0,NULL
2727,46834.0,NULL
2758,19752.0,NULL
2788,7598.0,NULL
2819,45418.0,NULL
2850,44007.0,NULL
2880,40753.0,NULL
2911,38892.0,NULL
2941,44640.0,NULL
13804,19243.0,NULL
13805,6665.0,NULL
13806,43906.0,NULL
13807,43138.0,NULL
13808,40195.0,NULL
13809,37988.0,NULL
13810,46068.0,NULL
13811,21754.0,NULL
13812,6512.0,NULL
13813,48518.0,NULL
13814,48497.0,NULL
13815,45664.0,NULL
13816,39974.0,NULL
13817,51339.0,NULL
13818,24647.0,NULL
13819,8242.0,NULL
13820,61826.0,NULL
13821,59774.0,NULL
13822,57332.0,NULL
2668,55001.0,NULL
13823,64392.0,NULL
2698,29100.0,NULL
2728,8546.0,NULL
2759,67150.0,NULL
2789,66328.0,NULL
2820,65190.0,NULL
2851,68826.0,NULL
2881,77239.0,NULL
2912,32662.0,NULL
2942,8530.0,NULL
13824,80818.0,NULL
13825,12397.0,NULL
13826,80349.0,NULL
13827,84541.0,NULL
13828,94262.0,NULL
13829,40736.0,NULL
13830,12299.0,NULL
13831,93120.0,NULL
13832,89313.0,NULL
13833,89285.0,NULL
13834,88377.0,NULL
13835,96173.0,NULL
13836,43419.0,NULL
13837,14991.0,NULL
13838,103290.0,NULL
13839,104072.0,NULL
13840,108121.0,NULL
13841,105745.0,NULL
13842,110252.0,NULL
13843,47680.0,NULL
2669,16522.0,NULL
13844,113470.0,NULL
2699,106756.0,NULL
2729,106607.0,NULL
2760,109884.0,NULL
2790,112185.0,NULL
2821,49811.0,NULL
2852,17136.0,NULL
2882,116932.0,NULL
2913,106682.0,NULL
2943,111775.0,NULL
13845,121209.0,NULL
13846,132924.0,NULL
13847,26874.0,NULL
13848,22120.0,NULL
13849,154447.0,NULL
13850,145471.0,NULL
13851,145253.0,NULL
13852,153941.0,NULL
13853,164960.0,NULL
13854,69478.0,NULL
13855,23587.0,NULL
13856,187272.0,NULL
13857,177747.0,NULL
13858,182111.0,NULL
13859,195191.0,NULL
13860,201767.0,NULL
13861,84913.0,NULL
13862,27789.0,NULL
13863,219651.0,NULL
13864,196240.0,NULL
2670,195228.0,NULL
13865,203171.0,NULL
2700,217657.0,NULL
2730,93234.0,NULL
2761,28433.0,NULL
2791,244326.0,NULL
2822,241337.0,NULL
2853,237372.0,NULL
2883,251278.0,NULL
2914,260567.0,NULL
2944,101950.0,NULL
13866,29110.0,NULL
13867,275465.0,NULL
13868,265927.0,NULL
13869,247219.0,NULL
13870,244191.0,NULL
13871,244488.0,NULL
13872,94882.0,NULL
13873,29788.0,NULL
13874,243102.0,NULL
13875,219180.0,NULL
13876,202580.0,NULL
13877,203465.0,NULL
13878,209799.0,NULL
13879,84877.0,NULL
13880,23290.0,NULL
13881,218706.0,NULL
13882,195949.0,NULL
13883,187880.0,NULL
13884,191721.0,NULL
2671,205949.0,NULL
13885,89098.0,NULL
2701,25052.0,NULL
2731,235422.0,NULL
2762,213509.0,NULL
2792,209893.0,NULL
2823,226346.0,NULL
2854,253737.0,NULL
2884,112247.0,NULL
2915,31608.0,NULL
2945,292227.0,NULL
13886,269962.0,NULL
13887,273506.0,NULL
13888,294254.0,NULL
13889,314866.0,NULL
13890,137614.0,NULL
13891,39252.0,NULL
13892,346440.0,NULL
13893,313235.0,NULL
13894,321827.0,NULL
13895,347574.0,NULL
13896,378474.0,NULL
13897,162166.0,NULL
13898,46092.0,NULL
13899,418340.0,NULL
13900,376286.0,NULL
13901,367992.0,NULL
13902,376967.0,NULL
13903,401679.0,NULL
13904,172327.0,NULL
13905,45667.0,NULL
13906,435938.0,NULL
13907,383060.0,NULL
2702,354207.0,NULL
2732,368409.0,NULL
2763,376500.0,NULL
2793,147131.0,NULL
2824,34772.0,NULL
2855,390285.0,NULL
2885,349988.0,NULL
2916,50587.0,NULL
2946,360115.0,NULL
13908,308969.0,NULL
13909,115321.0,NULL
13910,26460.0,NULL
13911,311813.0,NULL
13912,258225.0,NULL
13913,214942.0,NULL
13914,236501.0,NULL
13915,246587.0,NULL
13916,105324.0,NULL
13917,24463.0,NULL
13918,257229.0,NULL
13919,214087.0,NULL
13920,194554.0,NULL
13921,207925.0,NULL
13922,220189.0,NULL
13923,99264.0,NULL
13924,23705.0,NULL
13925,238869.0,NULL
13926,199254.0,NULL
2672,180322.0,NULL
13927,199779.0,NULL
2703,218153.0,NULL
2733,105011.0,NULL
2764,26232.0,NULL
2794,256803.0,NULL
2825,224908.0,NULL
2856,206526.0,NULL
2886,226028.0,NULL
2917,251869.0,NULL
2947,132772.0,NULL
13928,34172.0,NULL
13929,329009.0,NULL
13930,313209.0,NULL
13931,336348.0,NULL
13932,398523.0,NULL
13933,505683.0,NULL
13934,334667.0,NULL
13935,117561.0,NULL
13936,677530.0,NULL
13937,739281.0,NULL
13938,730827.0,NULL
13939,503071.0,NULL
13940,38540.0,NULL
13941,221795.0,NULL
13942,47921.0,NULL
13943,400170.0,39.0
13944,368487.0,86.0
13945,402234.0,99.0
13946,340576.0,79.0
2967,33430.0,9.0
13947,231891.0,42.0
13948,47171.0,74.0
13949,431620.0,1359.0
13950,347253.0,4944.0
13951,316101.0,10320.0
13952,329718.0,26218.0
13953,353451.0,32740.0
13954,190419.0,10293.0
13955,42434.0,5314.0
13956,402290.0,33783.0
13957,341566.0,53707.0
13958,316098.0,56667.0
13959,326172.0,70420.0
13960,354034.0,58640.0
13961,200450.0,17480.0
13962,44940.0,9584.0
13963,401798.0,76163.0
13964,340048.0,NULL
13965,322948.0,NULL
13966,342672.0,NULL
13967,385587.0,NULL
13968,202374.0,NULL
13969,42497.0,NULL
13970,434689.0,NULL
13971,360899.0,NULL
13972,341181.0,NULL
13973,377869.0,NULL
13974,NULL,19838.0
13975,NULL,43378.0
13976,NULL,58068.0
13977,NULL,38511.0
13978,NULL,24435.0
13979,NULL,51232.0
13980,NULL,24822.0
13981,NULL,48832.0
13982,NULL,51588.0
13983,NULL,56764.0
13984,NULL,58074.0
13985,NULL,59345.0
13986,NULL,54562.0
13987,NULL,32680.0
13988,NULL,65811.0
13989,NULL,80808.0
13990,NULL,95287.0
13991,NULL,100039.0
13992,NULL,92088.0
13993,NULL,55756.0
13994,NULL,44883.0
13995,NULL,73736.0
13996,NULL,92364.0
13997,NULL,122134.0
13998,NULL,93228.0
13999,NULL,112884.0
14000,NULL,88031.0
14001,NULL,65619.0
14002,NULL,95231.0
14003,NULL,99515.0
14004,NULL,102898.0
14005,NULL,96165.0
14006,NULL,94294.0
14007,206.0,NULL
14008,12735.0,NULL
14009,10608.0,NULL
14010,6281.0,NULL
14011,7675.0,NULL
14012,7407.0,NULL
14013,12412.0,NULL
14014,5253.0,NULL
14015,1683.0,NULL
14016,3249.0,NULL
14017,3252.0,NULL
14018,3938.0,NULL
14019,1454.0,NULL
14020,3776.0,NULL
14021,3586.0,NULL
14022,4265.0,NULL
14023,1511.0,NULL
14024,1058.0,NULL
14025,3412.0,NULL
14026,3955.0,NULL
14027,1253.0,NULL
14028,2507.0,NULL
14029,2438.0,NULL
14030,3294.0,NULL
14031,3334.0,NULL
14032,3469.0,NULL
14033,1400.0,NULL
14034,328.0,NULL
14035,2912.0,NULL
14036,3676.0,NULL
14037,2352.0,NULL
14038,4641.0,NULL
14039,1709.0,NULL
14040,3952.0,NULL
14041,809.0,NULL
14042,2014.0,NULL
14043,3230.0,NULL
14044,2144.0,NULL
14045,3302.0,NULL
14046,3437.0,NULL
14047,1640.0,NULL
14048,2039.0,NULL
14049,3309.0,NULL
14050,2406.0,NULL
14051,3561.0,NULL
14052,7250.0,NULL
14053,2566.0,NULL
14054,3008.0,NULL
14055,3329.0,NULL
14056,2012.0,NULL
14057,1900.0,NULL
14058,4502.0,NULL
14059,2724.0,NULL
14060,2929.0,NULL
14061,3026.0,NULL
14062,3298.0,NULL
14063,3341.0,NULL
14064,3273.0,NULL
14065,2839.0,NULL
14066,2540.0,NULL
14067,1559.0,NULL
14068,1374.0,NULL
14069,2983.0,NULL
14070,2735.0,NULL
14071,1992.0,NULL
14072,3398.0,NULL
14073,2428.0,NULL
14074,2218.0,NULL
14075,2853.0,NULL
14076,2762.0,NULL
14077,4000.0,NULL
14078,3468.0,NULL
14079,4322.0,NULL
14080,3739.0,NULL
14081,3899.0,NULL
14082,3393.0,NULL
14083,2039.0,NULL
14084,4123.0,NULL
14085,4017.0,NULL
14086,4584.0,NULL
14087,4042.0,NULL
14088,2715.0,NULL
14089,3118.0,NULL
14090,3253.0,NULL
14091,1771.0,NULL
14092,1785.0,NULL
14093,2166.0,NULL
14094,2296.0,NULL
14095,1836.0,NULL
14096,1317.0,NULL
14097,1340.0,NULL
14098,1262.0,NULL
14099,1998.0,NULL
14100,1420.0,NULL
14101,1307.0,NULL
14102,1654.0,NULL
14103,1152.0,NULL
14104,1574.0,NULL
14105,1078.0,NULL
14106,1499.0,NULL
14107,1100.0,NULL
14108,1131.0,NULL
14109,1606.0,NULL
14110,1144.0,NULL
14111,748.0,NULL
14112,749.0,NULL
14113,1496.0,NULL
14114,1738.0,NULL
14115,1201.0,NULL
14116,716.0,NULL
14117,856.0,NULL
14118,555.0,NULL
14119,659.0,NULL
14120,1034.0,NULL
14121,919.0,NULL
14122,868.0,NULL
14123,1184.0,NULL
14124,718.0,NULL
14125,594.0,NULL
14126,1066.0,NULL
14127,852.0,NULL
14128,810.0,NULL
14129,1137.0,NULL
14130,1043.0,NULL
14131,7328.0,NULL
14132,2425.0,NULL
14133,583.0,NULL
14134,1748.0,NULL
14135,1554.0,NULL
14136,1559.0,NULL
14137,1831.0,NULL
14138,1537.0,NULL
14139,955.0,NULL
14140,580.0,NULL
14141,1912.0,NULL
14142,827.0,NULL
14143,784.0,NULL
14144,2825.0,NULL
14145,770.0,NULL
14146,2010.0,NULL
14147,1352.0,NULL
14148,755.0,NULL
14149,741.0,NULL
14150,2116.0,NULL
14151,800.0,NULL
14152,1357.0,NULL
14153,1108.0,NULL
14154,1461.0,NULL
14155,2315.0,NULL
14156,431.0,NULL
14157,427.0,NULL
14158,1034.0,NULL
14159,2048.0,NULL
14160,1475.0,NULL
14161,1993.0,NULL
14162,2449.0,NULL
14163,1899.0,NULL
14164,1468.0,NULL
14165,1374.0,NULL
14166,1521.0,NULL
14167,2050.0,NULL
14168,1450.0,NULL
14169,3953.0,NULL
14170,1040.0,NULL
14171,1776.0,NULL
14172,2167.0,NULL
14173,2181.0,NULL
14174,2163.0,NULL
14175,993.0,NULL
14176,917.0,NULL
14177,4023.0,NULL
14178,2022.0,NULL
14179,1999.0,NULL
14180,2532.0,NULL
14181,804.0,NULL
14182,2587.0,NULL
14183,1520.0,NULL
14184,2505.0,NULL
14185,2080.0,NULL
14186,1913.0,NULL
14187,2496.0,NULL
14188,2118.0,NULL
14189,1929.0,NULL
14190,2237.0,NULL
14191,2126.0,NULL
14192,2235.0,NULL
14193,2355.0,NULL
14194,838.0,NULL
14195,3166.0,NULL
14196,2042.0,NULL
14197,1179.0,NULL
14198,1253.0,NULL
14199,1100.0,NULL
14200,5110.0,NULL
14201,2468.0,NULL
14202,1144.0,NULL
14203,1099.0,NULL
14204,4630.0,NULL
14205,2223.0,NULL
14206,2665.0,NULL
14207,2207.0,NULL
14208,2400.0,NULL
14209,2040.0,NULL
14210,1877.0,NULL
14211,1938.0,NULL
14212,2685.0,NULL
14213,2345.0,NULL
14214,2406.0,NULL
14215,1018.0,NULL
14216,3634.0,NULL
14217,2192.0,NULL
14218,2324.0,NULL
14219,2587.0,NULL
14220,2836.0,NULL
14221,2574.0,NULL
14222,5148.0,NULL
14223,2106.0,NULL
14224,2813.0,NULL
14225,1952.0,NULL
14226,1981.0,NULL
14227,1664.0,NULL
14228,2152.0,NULL
14229,906.0,NULL
14230,2214.0,NULL
14231,2125.0,NULL
14232,2878.0,NULL
14233,2791.0,NULL
14234,2807.0,NULL
14235,3046.0,NULL
14236,3047.0,NULL
14237,3142.0,NULL
14238,3085.0,NULL
14239,3650.0,NULL
14240,3871.0,NULL
14241,3984.0,NULL
14242,5050.0,NULL
14243,4244.0,NULL
14244,4677.0,NULL
14245,4983.0,NULL
14246,4878.0,NULL
14247,4391.0,NULL
14248,520.0,NULL
14249,700.0,NULL
14250,600.0,NULL
14251,320.0,NULL
14252,658.0,NULL
14253,176.0,NULL
14254,638.0,NULL
14255,427.0,NULL
14256,1424.0,NULL
14257,886.0,NULL
14258,788.0,NULL
14259,810.0,NULL
14260,771.0,NULL
14261,618.0,NULL
14262,1494.0,NULL
14263,3593.0,NULL
14264,896.0,NULL
14265,2120.0,NULL
14266,740.0,NULL
14267,2391.0,NULL
14268,3944.0,NULL
14269,1106.0,NULL
14270,1798.0,NULL
14271,1912.0,NULL
14272,4917.0,NULL
14273,1170.0,NULL
14274,2001.0,NULL
14275,2255.0,NULL
14276,1645.0,NULL
14277,1322.0,NULL
14278,1326.0,NULL
14279,2249.0,NULL
14280,2166.0,NULL
14281,1680.0,NULL
14282,1521.0,NULL
14283,1486.0,NULL
14284,3739.0,NULL
14285,2297.0,NULL
14286,3040.0,NULL
14287,2081.0,NULL
14288,956.0,NULL
14289,1125.0,NULL
14290,1619.0,NULL
14291,2799.0,NULL
14292,3302.0,NULL
14293,2991.0,NULL
14294,4248.0,NULL
14295,3093.0,NULL
14296,1493.0,NULL
14297,486.0,NULL
14298,6691.0,NULL
14299,5988.0,NULL
14300,4191.0,NULL
14301,3782.0,NULL
14302,6268.0,NULL
14303,2242.0,NULL
14304,3159.0,NULL
14305,4317.0,NULL
14306,3444.0,NULL
14307,4633.0,NULL
14308,3880.0,NULL
14309,5040.0,NULL
14310,965.0,NULL
14311,1074.0,NULL
14312,5954.0,NULL
14313,5254.0,NULL
14314,4222.0,NULL
14315,4377.0,NULL
14316,3472.0,NULL
14317,2202.0,NULL
14318,1905.0,NULL
14319,3167.0,NULL
14320,2240.0,NULL
14321,6591.0,NULL
14322,3585.0,NULL
14323,3471.0,NULL
14324,3931.0,NULL
14325,4882.0,NULL
14326,5194.0,NULL
14327,5408.0,NULL
14328,4373.0,NULL
14329,4184.0,NULL
14330,4251.0,NULL
14331,2843.0,NULL
14332,5198.0,NULL
14333,4011.0,NULL
14334,5293.0,NULL
14335,3993.0,NULL
14336,3255.0,NULL
14337,4383.0,NULL
14338,3207.0,NULL
14339,4445.0,NULL
14340,5024.0,NULL
14341,6252.0,NULL
14342,5451.0,NULL
14343,3174.0,NULL
14344,8756.0,NULL
14345,6106.0,NULL
14346,3535.0,NULL
14347,4687.0,NULL
14348,7755.0,NULL
14349,2765.0,NULL
14350,8520.0,NULL
14351,3855.0,NULL
14352,5466.0,NULL
14353,6574.0,NULL
14354,4325.0,NULL
14355,3368.0,NULL
14356,4726.0,NULL
14357,2994.0,NULL
14358,6146.0,NULL
14359,4769.0,NULL
14360,6189.0,NULL
14361,5646.0,NULL
14362,3632.0,NULL
14363,6223.0,NULL
14364,53889.0,NULL
14365,8458.0,NULL
14366,5946.0,NULL
14367,19417.0,NULL
14368,34853.0,NULL
14369,9874.0,NULL
14370,9810.0,NULL
14371,11590.0,NULL
14372,9314.0,NULL
14373,10701.0,NULL
14374,7180.0,NULL
14375,10561.0,NULL
14376,11046.0,NULL
14377,7553.0,NULL
14378,17583.0,NULL
14379,10582.0,NULL
14380,3808.0,NULL
14381,7650.0,NULL
14382,13910.0,NULL
14383,63411.0,NULL
14384,12168.0,NULL
14385,9758.0,NULL
14386,14412.0,NULL
14387,13833.0,NULL
14388,13737.0,NULL
14389,9880.0,NULL
14390,8485.0,NULL
14391,16979.0,NULL
14392,14154.0,NULL
14393,12066.0,NULL
14394,10576.0,NULL
14395,11922.0,NULL
14396,7145.0,NULL
14397,12301.0,NULL
14398,8200.0,NULL
14399,7905.0,NULL
14400,10899.0,NULL
14401,12212.0,NULL
14402,13134.0,NULL
14403,10073.0,NULL
14404,21498.0,NULL
14405,9966.0,NULL
14406,6696.0,NULL
14407,11571.0,NULL
14408,10518.0,NULL
14409,12593.0,NULL
14410,10407.0,NULL
14411,7275.0,NULL
14412,13168.0,NULL
14413,13096.0,NULL
14414,12668.0,NULL
14415,12414.0,NULL
14416,15401.0,NULL
14417,10357.0,NULL
14418,6966.0,NULL
14419,20820.0,NULL
14420,21531.0,NULL
14421,21962.0,NULL
14422,21281.0,NULL
14423,21129.0,NULL
14424,15514.0,NULL
14425,7524.0,NULL
14426,21392.0,NULL
14427,23900.0,NULL
14428,23200.0,NULL
14429,24011.0,NULL
14430,22656.0,NULL
14431,18636.0,NULL
14432,13793.0,NULL
14433,23147.0,NULL
14434,24251.0,NULL
14435,12963.0,NULL
14436,29541.0,NULL
14437,26185.0,NULL
14438,27988.0,NULL
14439,27288.0,NULL
14440,26228.0,NULL
14441,29590.0,NULL
14442,27883.0,NULL
14443,16134.0,NULL
14444,11321.0,NULL
14445,27815.0,NULL
14446,29190.0,NULL
14447,28594.0,NULL
14448,29435.0,NULL
14449,28843.0,NULL
14450,15897.0,NULL
14451,13148.0,NULL
14452,29798.0,NULL
14453,31777.0,NULL
14454,31071.0,NULL
14455,31130.0,NULL
14456,30920.0,NULL
14457,15803.0,NULL
14458,31518.0,NULL
14459,30845.0,NULL
14460,29454.0,NULL
14461,16426.0,NULL
14462,11372.0,NULL
14463,30923.0,NULL
14464,28480.0,NULL
14465,29799.0,NULL
14466,27082.0,NULL
14467,27639.0,NULL
14468,12968.0,NULL
14469,10526.0,NULL
14470,30050.0,NULL
14471,30292.0,NULL
14472,32494.0,NULL
14473,32747.0,NULL
14474,31284.0,NULL
14475,15792.0,NULL
14476,11979.0,NULL
14477,32937.0,NULL
14478,33727.0,NULL
14479,33509.0,NULL
14480,36084.0,NULL
14481,32601.0,NULL
14482,15626.0,NULL
14483,11861.0,NULL
14484,33723.0,NULL
14485,33587.0,NULL
14486,31775.0,NULL
14487,30062.0,NULL
14488,5832.0,NULL
14489,6143.0,NULL
14490,7339.0,NULL
14491,31929.0,670.0
14492,35015.0,653.0
14493,31923.0,604.0
14494,28639.0,278.0
14495,4798.0,541.0
14496,8504.0,711.0
14497,8282.0,6132.0
14498,31996.0,6258.0
14499,30286.0,4233.0
14500,8697.0,5540.0
14501,36458.0,8781.0
14502,36683.0,5376.0
14503,19708.0,3917.0
14504,16670.0,5565.0
14505,41674.0,6554.0
14506,34980.0,8420.0
14507,35039.0,6076.0
14508,32528.0,4581.0
14509,30313.0,4468.0
14510,10795.0,NULL
14511,8173.0,NULL
14512,31599.0,7956.0
14513,30429.0,14156.0
14514,29455.0,16012.0
14515,32437.0,17523.0
14516,30996.0,16518.0
14517,11873.0,NULL
14518,9394.0,NULL
14519,36240.0,18406.0
14520,37695.0,17952.0
14521,34044.0,18335.0
14522,45381.0,19233.0
14523,NULL,17803.0
14524,1.0,NULL
14525,1.0,NULL
14526,2.0,NULL
14527,1.0,NULL
14528,2.0,NULL
14529,1.0,NULL
14530,2.0,NULL
14531,4.0,NULL
14532,3.0,NULL
14533,10.0,NULL
14534,12.0,NULL
14535,19.0,NULL
14536,6.0,NULL
14537,22.0,NULL
14538,34.0,NULL
14539,45.0,NULL
14540,51.0,NULL
14541,35.0,NULL
14542,57.0,NULL
14543,23.0,NULL
14544,37.0,NULL
14545,8.0,NULL
14546,140.0,NULL
14547,94.0,NULL
14548,4.0,NULL
14549,120.0,NULL
14550,63.0,NULL
14551,18.0,NULL
14552,45.0,NULL
14553,34.0,NULL
14554,40.0,NULL
14555,46.0,NULL
14556,73.0,NULL
14557,21.0,NULL
14558,55.0,NULL
14559,66.0,NULL
14560,64.0,NULL
14561,178.0,NULL
14562,48.0,NULL
14563,39.0,NULL
14564,271.0,NULL
14565,87.0,NULL
14566,80.0,NULL
14567,51.0,NULL
14568,275.0,NULL
14569,269.0,NULL
14570,79.0,NULL
14571,131.0,NULL
14572,249.0,NULL
14573,102.0,NULL
14574,424.0,NULL
14575,137.0,NULL
14576,345.0,NULL
14577,80.0,NULL
14578,420.0,NULL
14579,148.0,NULL
14580,216.0,NULL
14581,266.0,NULL
14582,256.0,NULL
14583,199.0,NULL
14584,394.0,NULL
14585,91.0,NULL
14586,96.0,NULL
14587,220.0,NULL
14588,270.0,NULL
14589,300.0,NULL
14590,470.0,NULL
14591,411.0,NULL
14592,668.0,NULL
14593,253.0,NULL
14594,215.0,NULL
14595,401.0,NULL
14596,641.0,NULL
14597,607.0,NULL
14598,778.0,NULL
14599,607.0,NULL
14600,340.0,NULL
14601,852.0,NULL
14602,700.0,NULL
14603,651.0,NULL
14604,1153.0,NULL
14605,1035.0,NULL
14606,972.0,NULL
14607,611.0,NULL
14608,712.0,NULL
14609,1056.0,NULL
14610,1085.0,NULL
14611,813.0,NULL
14612,733.0,NULL
14613,600.0,NULL
14614,483.0,NULL
14615,769.0,NULL
14616,567.0,NULL
14617,688.0,NULL
14618,908.0,NULL
14619,992.0,NULL
14620,618.0,NULL
14621,746.0,NULL
14622,1174.0,NULL
14623,779.0,NULL
14624,896.0,NULL
14625,508.0,NULL
14626,937.0,NULL
14627,421.0,NULL
14628,722.0,NULL
14629,1661.0,NULL
14630,1463.0,NULL
